customer_id,customer_name,segment,first_order_date,last_order_date,cohort_year,recency_days,lifetime_days,lifetime_years,orders_count,units_sold,aov,total_sales,total_profit,profit_margin_pct,avg_discount_pct,annualized_clv,r_score,f_score,m_score,rfm_code,rfm_segment,value_quadrant,clv_decile
MM-17920,Michael Moore,Consumer,2023-01-13,2026-12-23,2023,7,1440,3.95,11,68,344.92,3794.08,82.12,2.16,18.12,961.69,5,5,4,554,Champions,High Vol / Low Profit,5
MM-18055,Michelle Moray,Consumer,2023-04-11,2026-10-30,2023,61,1298,3.56,8,73,343.74,2749.88,-520.34,-18.92,21.05,773.27,3,4,4,344,Loyal Customers,High Vol / Low Profit,6
MM-18280,Muhammed MacIntyre,Corporate,2023-01-20,2026-10-06,2023,85,1355,3.71,9,32,86.16,775.41,58.89,7.59,14.17,208.88,3,5,1,351,Need Attention,Low Vol / Low Profit,10
MN-17935,Michael Nguyen,Consumer,2023-02-16,2026-11-26,2023,34,1379,3.78,6,36,412.99,2477.95,290.82,11.74,26.0,655.87,4,3,3,433,Potential Loyalists,High Vol / High Profit,7
MO-17500,Mary O'Rourke,Consumer,2023-11-28,2026-10-19,2023,72,1056,2.89,4,15,230.62,922.49,59.36,6.43,22.0,318.85,3,2,1,321,Need Attention,Low Vol / Low Profit,9
MO-17800,Meg O'Connel,Home Office,2024-09-17,2026-09-17,2024,104,730,2.0,8,49,210.88,1687.03,169.34,10.04,16.36,843.51,2,4,2,242,Need Attention,Low Vol / Low Profit,6
MO-17950,Michael Oakman,Consumer,2024-04-02,2026-07-03,2024,180,822,2.25,2,14,77.14,154.29,-82.01,-53.15,35.0,68.51,2,1,1,211,Lost / Hibernating,Low Vol / Low Profit,10
MP-17470,Mark Packer,Home Office,2023-03-30,2025-01-11,2023,718,653,1.79,7,77,458.02,3206.13,600.29,18.72,12.14,1792.1,1,4,4,144,Cant Lose Them,High Vol / High Profit,2
MP-17965,Michael Paige,Corporate,2023-10-19,2026-10-19,2023,72,1096,3.0,11,74,381.71,4198.83,666.49,15.87,23.75,1398.33,3,5,4,354,Loyal Customers,High Vol / High Profit,3
MP-18175,Mike Pelletier,Home Office,2023-03-28,2026-12-14,2023,16,1357,3.72,9,78,565.32,5087.92,226.45,4.45,15.53,1368.53,5,5,5,555,Champions,High Vol / Low Profit,3
MR-17545,Mathew Reese,Home Office,2023-09-03,2026-08-27,2023,125,1089,2.98,4,29,159.79,639.18,162.94,25.49,20.0,214.23,2,2,1,221,Lost / Hibernating,Low Vol / Low Profit,9
MS-17365,Maribeth Schnelling,Consumer,2023-09-09,2026-04-01,2023,273,935,2.56,10,105,744.37,7443.69,844.94,11.35,16.04,2905.83,1,5,5,155,Cant Lose Them,High Vol / High Profit,1
MS-17530,MaryBeth Skach,Consumer,2023-11-04,2025-10-22,2023,434,718,1.97,4,21,118.91,475.66,84.03,17.67,15.71,241.8,1,2,1,121,Lost / Hibernating,Low Vol / Low Profit,9
MS-17710,Maurice Satty,Consumer,2023-03-24,2025-11-12,2023,413,964,2.64,6,48,268.9,1613.4,247.43,15.34,22.0,610.88,1,3,2,132,Need Attention,Low Vol / High Profit,7
MS-17770,Maxwell Schwartz,Consumer,2023-07-04,2026-08-31,2023,121,1154,3.16,9,73,349.41,3144.68,280.86,8.93,10.0,994.63,2,5,4,254,Cant Lose Them,High Vol / High Profit,5
MS-17830,Melanie Seite,Consumer,2023-01-09,2025-10-04,2023,452,999,2.74,4,14,92.59,370.35,19.43,5.25,18.0,135.31,1,2,1,121,Lost / Hibernating,Low Vol / Low Profit,10
MS-17980,Michael Stewart,Corporate,2023-06-30,2026-12-04,2023,26,1253,3.43,6,49,142.52,855.12,55.23,6.46,17.27,249.1,5,3,1,531,Need Attention,Low Vol / Low Profit,9
MT-17815,Meg Tillman,Consumer,2024-11-06,2026-11-11,2024,49,735,2.01,6,31,481.69,2890.14,509.01,17.61,13.0,1435.24,4,3,4,434,Potential Loyalists,High Vol / High Profit,3
MT-18070,Michelle Tran,Home Office,2023-09-25,2026-06-10,2023,203,989,2.71,4,44,329.86,1319.45,-23.68,-1.79,24.27,486.96,2,2,2,222,Lost / Hibernating,Low Vol / Low Profit,8
MV-17485,Mark Van Huff,Consumer,2023-01-20,2026-12-03,2023,27,1413,3.87,9,52,173.34,1560.05,189.03,12.12,24.0,402.99,4,5,2,452,Need Attention,Low Vol / Low Profit,8
MV-18190,Mike Vittorini,Consumer,2023-01-30,2026-12-11,2023,19,1411,3.87,7,37,247.8,1734.57,273.86,15.79,8.64,448.7,5,4,2,542,Need Attention,Low Vol / High Profit,8
MW-18220,Mitch Webber,Consumer,2023-08-25,2026-12-13,2023,17,1206,3.3,7,51,763.13,5341.9,1238.42,23.18,7.86,1616.74,5,4,5,545,Champions,High Vol / High Profit,2
MW-18235,Mitch Willingham,Corporate,2023-05-21,2026-11-16,2023,44,1275,3.49,2,13,2626.94,5253.88,1665.52,31.7,6.67,1504.05,4,1,5,415,Need Attention,High Vol / High Profit,3
MY-17380,Maribeth Yedwab,Corporate,2024-10-26,2026-12-01,2024,29,766,2.1,7,49,322.04,2254.28,319.12,14.16,30.77,1074.17,4,4,3,443,Loyal Customers,High Vol / High Profit,4
MY-18295,Muhammed Yedwab,Corporate,2023-04-28,2026-10-20,2023,71,1271,3.48,11,89,377.52,4152.7,-371.71,-8.95,24.38,1192.55,3,5,4,354,Loyal Customers,High Vol / Low Profit,4
MZ-17335,Maria Zettner,Home Office,2024-11-08,2026-11-30,2024,30,752,2.06,4,11,148.4,593.61,85.02,14.32,6.67,288.12,4,2,1,421,New Customers,Low Vol / Low Profit,9
MZ-17515,Mary Zewe,Corporate,2023-04-04,2026-03-23,2023,282,1084,2.97,6,39,427.48,2564.91,787.75,30.71,28.0,863.64,1,3,3,133,At Risk,High Vol / High Profit,5
NB-18580,Nicole Brennan,Corporate,2023-09-26,2023-10-22,2023,1165,26,0.07,2,7,136.94,273.87,24.79,9.05,10.0,273.87,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,9
NB-18655,Nona Balk,Corporate,2023-12-05,2026-12-11,2023,19,1102,3.02,9,64,219.18,1972.6,117.64,5.96,17.35,653.36,5,5,3,553,Loyal Customers,Low Vol / Low Profit,7
NC-18340,Nat Carroll,Consumer,2023-03-30,2026-05-20,2023,224,1147,3.14,5,54,492.28,2461.4,580.31,23.58,4.12,783.27,2,2,3,223,Need Attention,High Vol / High Profit,6
NC-18415,Nathan Cano,Consumer,2023-05-03,2026-11-19,2023,41,1296,3.55,6,38,369.83,2218.99,-2204.81,-99.36,26.43,624.95,4,3,3,433,Potential Loyalists,Low Vol / Low Profit,7
NC-18535,Nick Crebassa,Corporate,2023-07-23,2026-12-24,2023,6,1250,3.42,7,64,1177.39,8241.74,1314.76,15.95,13.67,2406.59,5,4,5,545,Champions,High Vol / High Profit,1
NC-18625,Noah Childs,Corporate,2023-10-29,2026-06-09,2023,204,954,2.61,5,29,364.35,1821.74,-359.02,-19.71,24.44,697.0,2,2,3,223,Need Attention,Low Vol / Low Profit,6
NC-19470,Neil Cohen,Home Office,2023-06-18,2026-12-02,2023,28,1263,3.46,6,26,63.69,382.14,-52.74,-13.8,46.67,110.44,4,3,1,431,Need Attention,Low Vol / Low Profit,10
ND-18370,Natalie DeCherney,Consumer,2023-01-13,2026-12-03,2023,27,1420,3.89,9,63,480.68,4326.14,353.65,8.17,21.11,1112.0,4,5,5,455,Champions,High Vol / High Profit,4
ND-18460,Neil Ducich,Corporate,2023-02-06,2026-06-30,2023,183,1240,3.4,6,36,482.24,2893.46,443.34,15.32,8.75,851.7,2,3,4,234,At Risk,High Vol / High Profit,5
NF-18385,Natalie Fritzler,Consumer,2023-02-11,2026-10-12,2023,79,1339,3.67,7,52,1188.98,8322.83,-1695.97,-20.38,25.0,2268.73,3,4,5,345,Loyal Customers,High Vol / Low Profit,1
NF-18475,Neil Französisch,Home Office,2023-03-14,2025-07-23,2023,525,862,2.36,4,13,94.29,377.16,85.93,22.78,25.0,159.7,1,2,1,121,Lost / Hibernating,Low Vol / Low Profit,10
NF-18595,Nicole Fjeld,Home Office,2023-03-13,2026-09-07,2023,114,1274,3.49,11,103,636.64,7003.07,1167.1,16.67,11.0,2006.37,2,5,5,255,Cant Lose Them,High Vol / High Profit,2
NG-18355,Nat Gilpin,Corporate,2023-11-24,2026-11-12,2023,48,1084,2.97,5,45,373.92,1869.58,313.63,16.78,8.75,629.52,4,2,3,423,Potential Loyalists,Low Vol / High Profit,7
NG-18430,Nathan Gelder,Consumer,2023-11-24,2026-11-12,2023,48,1084,2.97,5,41,279.19,1395.94,217.09,15.55,11.11,470.03,4,2,2,422,New Customers,Low Vol / Low Profit,8
NH-18610,Nicole Hansen,Corporate,2023-03-02,2026-06-24,2023,189,1210,3.32,7,52,381.9,2673.29,760.17,28.44,5.45,806.41,2,4,3,243,At Risk,High Vol / High Profit,6
NK-18490,Neil Knudson,Home Office,2024-05-28,2026-10-21,2024,70,876,2.4,7,51,81.72,572.05,121.22,21.19,12.73,238.35,3,4,1,341,Need Attention,Low Vol / Low Profit,9
NL-18310,Nancy Lomonaco,Home Office,2023-10-31,2026-11-02,2023,58,1098,3.01,4,44,354.52,1418.09,343.64,24.23,6.0,471.41,3,2,2,322,Need Attention,Low Vol / High Profit,8
NM-18445,Nathan Mautz,Home Office,2023-02-08,2026-07-23,2023,160,1261,3.45,7,44,922.76,6459.34,2751.68,42.6,4.29,1869.68,2,4,5,245,Cant Lose Them,High Vol / High Profit,2
NM-18520,Neoma Murray,Consumer,2024-09-08,2026-04-30,2024,244,599,1.64,10,60,216.2,2161.98,788.95,36.49,26.0,1317.4,1,5,3,153,At Risk,Low Vol / High Profit,3
NP-18325,Naresj Patel,Consumer,2023-05-13,2026-12-05,2023,25,1302,3.57,6,77,921.6,5529.62,1208.89,21.86,5.71,1550.16,5,3,5,535,Potential Loyalists,High Vol / High Profit,3
NP-18670,Nora Paige,Consumer,2024-02-27,2026-11-02,2024,58,979,2.68,5,46,781.68,3908.4,514.6,13.17,2.0,1457.17,3,2,4,324,Need Attention,High Vol / High Profit,3
NP-18685,Nora Pelletier,Home Office,2023-03-07,2025-11-19,2023,406,988,2.71,6,23,204.78,1228.7,514.5,41.87,18.57,453.92,1,3,2,132,Need Attention,Low Vol / High Profit,8
NP-18700,Nora Preis,Consumer,2023-09-05,2026-08-14,2023,138,1074,2.94,7,63,1129.03,7903.18,631.23,7.99,19.62,2685.9,2,4,5,245,Cant Lose Them,High Vol / High Profit,1
NR-18550,Nick Radford,Consumer,2023-06-07,2026-06-03,2023,210,1092,2.99,5,37,473.46,2367.28,-25.15,-1.06,22.31,791.26,2,2,3,223,Need Attention,High Vol / Low Profit,6
NS-18505,Neola Schneider,Consumer,2025-11-24,2026-12-24,2025,6,395,1.08,4,52,643.97,2575.86,-12.3,-0.48,20.67,2380.23,5,2,3,523,Potential Loyalists,High Vol / Low Profit,1
NS-18640,Noel Staavos,Corporate,2023-06-25,2026-07-09,2023,174,1110,3.04,13,113,228.06,2964.82,-234.77,-7.92,21.54,974.92,2,5,4,254,Cant Lose Them,High Vol / Low Profit,5
NW-18400,Natalie Webber,Consumer,2023-06-21,2026-07-11,2023,172,1116,3.06,7,78,1033.43,7234.01,1023.12,14.14,21.36,2365.96,2,4,5,245,Cant Lose Them,High Vol / High Profit,1
NZ-18565,Nick Zandusky,Home Office,2023-08-02,2026-10-06,2023,85,1161,3.18,9,77,276.48,2488.31,402.42,16.17,17.5,782.29,3,5,3,353,Loyal Customers,High Vol / High Profit,6
ON-18715,Odella Nelson,Corporate,2023-09-13,2025-11-15,2023,410,794,2.18,9,58,174.17,1567.52,-5.89,-0.38,16.0,720.59,1,5,2,152,Need Attention,Low Vol / Low Profit,6
OT-18730,Olvera Toch,Consumer,2024-04-20,2026-10-26,2024,65,919,2.52,5,51,763.72,3818.62,-925.12,-24.23,16.0,1516.65,3,2,4,324,Need Attention,High Vol / Low Profit,3
PA-19060,Pete Armstrong,Home Office,2023-05-17,2026-09-18,2023,103,1220,3.34,6,27,121.57,729.41,225.86,30.96,18.57,218.22,2,3,1,231,Need Attention,Low Vol / Low Profit,9
PB-18805,Patrick Bzostek,Home Office,2024-11-20,2026-12-05,2024,25,745,2.04,3,54,246.79,740.36,229.23,30.96,12.0,362.72,5,1,1,511,New Customers,Low Vol / High Profit,8
PB-19105,Peter Bühler,Consumer,2023-11-15,2026-11-03,2023,57,1084,2.97,4,18,172.08,688.32,218.16,31.69,12.0,231.77,3,2,1,321,Need Attention,Low Vol / Low Profit,9
PB-19150,Philip Brown,Consumer,2023-07-14,2026-09-24,2023,97,1168,3.2,8,54,182.12,1456.95,280.66,19.26,12.73,455.3,3,4,2,342,Need Attention,Low Vol / High Profit,8
PB-19210,Phillip Breyer,Corporate,2023-11-23,2025-02-11,2023,687,446,1.22,2,10,66.37,132.74,21.9,16.5,10.0,108.63,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
PC-18745,Pamela Coakley,Corporate,2023-12-31,2026-12-28,2023,2,1093,2.99,4,22,458.02,1832.06,272.68,14.88,22.0,611.81,5,2,3,523,Potential Loyalists,Low Vol / High Profit,7
PC-19000,Pauline Chand,Home Office,2023-04-08,2024-08-01,2023,881,481,1.32,2,18,530.74,1061.49,-184.34,-17.37,13.33,805.5,1,1,2,112,Lost / Hibernating,Low Vol / Low Profit,6
PF-19120,Peter Fuller,Consumer,2023-05-05,2024-09-17,2023,834,501,1.37,4,75,2265.72,9062.86,-614.29,-6.78,12.11,6602.69,1,2,5,125,Need Attention,High Vol / Low Profit,1
PF-19165,Philip Fox,Consumer,2023-09-20,2026-06-17,2023,196,1001,2.74,6,34,461.67,2770.0,196.87,7.11,5.0,1010.04,2,3,4,234,At Risk,High Vol / Low Profit,4
PF-19225,Phillip Flathmann,Consumer,2025-06-26,2026-09-07,2025,114,438,1.2,5,32,441.23,2206.13,591.31,26.8,6.0,1838.44,2,2,3,223,Need Attention,Low Vol / High Profit,2
PG-18820,Patrick Gardner,Consumer,2023-05-09,2026-11-24,2023,36,1295,3.55,13,83,237.45,3086.91,137.46,4.45,16.92,870.05,4,5,4,454,Champions,High Vol / Low Profit,5
PG-18895,Paul Gonzalez,Consumer,2023-05-11,2026-11-03,2023,57,1272,3.48,9,61,220.8,1987.16,334.52,16.83,9.41,570.22,3,5,3,353,Loyal Customers,Low Vol / High Profit,7
PH-18790,Patricia Hirasaki,Home Office,2026-10-21,2026-10-21,2026,70,0,0.0,1,6,729.65,729.65,47.89,6.56,20.0,729.65,3,1,1,311,Need Attention,Low Vol / Low Profit,6
PJ-18835,Patrick Jones,Corporate,2023-05-28,2026-11-21,2023,39,1273,3.49,8,46,152.51,1220.09,442.14,36.24,7.69,349.83,4,4,2,442,Need Attention,Low Vol / High Profit,9
PJ-19015,Pauline Johnson,Consumer,2023-04-07,2026-08-18,2023,134,1229,3.37,7,25,260.6,1824.23,683.0,37.44,8.0,541.78,2,4,3,243,At Risk,Low Vol / High Profit,7
PK-18910,Paul Knutson,Home Office,2023-04-04,2025-09-03,2023,483,883,2.42,2,14,720.58,1441.15,-798.7,-55.42,36.67,595.72,1,1,2,112,Lost / Hibernating,Low Vol / Low Profit,7
PK-19075,Pete Kriz,Consumer,2023-11-11,2026-12-21,2023,9,1136,3.11,12,107,720.58,8646.93,2038.27,23.57,7.6,2778.28,5,5,5,555,Champions,High Vol / High Profit,1
PL-18925,Paul Lucas,Home Office,2023-11-01,2026-12-15,2023,15,1140,3.12,5,29,47.9,239.48,-0.75,-0.31,25.0,76.68,5,2,1,521,New Customers,Low Vol / Low Profit,10
PM-18940,Paul MacIntyre,Consumer,2023-05-04,2025-12-09,2023,386,950,2.6,3,16,468.47,1405.4,157.88,11.23,15.0,539.97,1,1,2,112,Lost / Hibernating,Low Vol / Low Profit,7
PM-19135,Peter McVee,Home Office,2024-12-19,2026-11-09,2024,51,690,1.89,4,36,1028.92,4115.66,526.75,12.8,12.86,2177.13,4,2,4,424,Potential Loyalists,High Vol / High Profit,2
PN-18775,Parhena Norris,Home Office,2024-08-07,2026-11-30,2024,30,845,2.32,8,47,183.39,1467.15,192.04,13.09,12.31,633.74,4,4,2,442,Need Attention,Low Vol / Low Profit,7
PO-18850,Patrick O'Brill,Consumer,2023-11-02,2026-12-26,2023,4,1150,3.15,11,91,679.44,7473.83,38.48,0.51,21.0,2372.13,5,5,5,555,Champions,High Vol / Low Profit,1
PO-18865,Patrick O'Donnell,Consumer,2023-03-23,2026-12-30,2023,0,1378,3.78,7,54,356.17,2493.21,437.85,17.56,4.62,660.39,5,4,3,543,Loyal Customers,High Vol / High Profit,7
PO-19180,Philisse Overcash,Home Office,2024-08-11,2026-07-23,2024,160,711,1.95,9,65,543.67,4893.04,1155.43,23.61,10.56,2511.9,2,5,5,255,Cant Lose Them,High Vol / High Profit,1
PO-19195,Phillina Ober,Home Office,2023-01-04,2026-10-05,2023,86,1370,3.75,5,32,211.37,1056.86,-49.7,-4.7,19.0,281.57,3,2,2,322,Need Attention,Low Vol / Low Profit,9
PP-18955,Paul Prost,Home Office,2023-08-26,2026-09-24,2023,97,1125,3.08,10,138,725.26,7252.61,1495.09,20.61,10.88,2353.07,3,5,5,355,Loyal Customers,High Vol / High Profit,1
PR-18880,Patrick Ryan,Consumer,2023-09-05,2026-11-24,2023,36,1176,3.22,5,43,368.04,1840.18,247.62,13.46,11.67,571.14,4,2,3,423,Potential Loyalists,Low Vol / High Profit,7
PS-18760,Pamela Stobb,Consumer,2023-06-15,2026-09-14,2023,107,1187,3.25,6,75,363.58,2181.48,-134.44,-6.16,22.38,670.8,2,3,3,233,At Risk,Low Vol / Low Profit,7
PS-18970,Paul Stevenson,Home Office,2023-04-15,2026-10-22,2023,69,1286,3.52,8,52,159.83,1278.64,198.51,15.53,5.38,362.91,3,4,2,342,Need Attention,Low Vol / Low Profit,8
PS-19045,Penelope Sewall,Home Office,2023-12-20,2026-05-08,2023,236,870,2.38,7,47,977.66,6843.63,1742.73,25.46,8.46,2871.18,1,4,5,145,Cant Lose Them,High Vol / High Profit,1
PT-19090,Pete Takahito,Consumer,2023-09-12,2026-10-20,2023,71,1134,3.11,4,19,40.14,160.57,-20.05,-12.49,37.14,51.68,3,2,1,321,Need Attention,Low Vol / Low Profit,10
PV-18985,Paul Van Hugh,Home Office,2023-07-12,2026-10-02,2023,89,1178,3.23,5,52,575.21,2876.05,434.53,15.11,8.46,891.13,3,2,4,324,Need Attention,High Vol / High Profit,5
PW-19030,Pauline Webber,Corporate,2023-05-16,2026-11-14,2023,46,1278,3.5,10,48,345.49,3454.92,803.82,23.27,3.85,986.73,4,5,4,454,Champions,High Vol / High Profit,5
PW-19240,Pierre Wener,Consumer,2023-11-18,2025-09-22,2023,464,674,1.85,7,39,560.34,3922.42,1290.35,32.9,17.08,2124.16,1,4,4,144,Cant Lose Them,High Vol / High Profit,2
QJ-19255,Quincy Jones,Corporate,2023-03-17,2026-12-05,2023,25,1359,3.72,9,61,678.7,6108.34,1203.68,19.71,12.31,1640.58,5,5,5,555,Champions,High Vol / High Profit,2
RA-19285,Ralph Arnett,Consumer,2023-12-13,2026-12-25,2023,5,1108,3.04,9,58,290.88,2617.91,546.09,20.86,16.47,862.4,5,5,3,553,Loyal Customers,High Vol / High Profit,5
RA-19885,Ruben Ausman,Corporate,2023-04-08,2026-11-17,2023,43,1319,3.61,7,53,547.47,3832.31,1292.87,33.74,4.0,1060.5,4,4,4,444,Champions,High Vol / High Profit,4
RA-19915,Russell Applegate,Consumer,2023-06-30,2026-12-18,2023,12,1267,3.47,9,75,532.62,4793.54,304.87,6.36,27.95,1380.93,5,5,5,555,Champions,High Vol / High Profit,3
RA-19945,Ryan Akin,Consumer,2023-08-29,2026-10-30,2023,61,1158,3.17,5,27,337.38,1686.92,-445.7,-26.42,31.67,531.72,3,2,2,322,Need Attention,Low Vol / Low Profit,7
RB-19330,Randy Bradley,Consumer,2023-11-17,2026-10-23,2023,68,1071,2.93,2,16,504.1,1008.2,-164.41,-16.31,31.67,343.6,3,1,2,312,Need Attention,Low Vol / Low Profit,9
RB-19360,Raymond Buch,Consumer,2025-04-01,2026-09-25,2025,96,542,1.48,6,71,2519.56,15117.34,6976.1,46.15,9.44,10180.5,3,3,5,335,Need Attention,High Vol / High Profit,1
RB-19435,Richard Bierner,Consumer,2023-03-11,2026-12-11,2023,19,1371,3.76,8,66,332.89,2663.09,477.24,17.92,16.25,708.99,5,4,3,543,Loyal Customers,High Vol / High Profit,6
RB-19465,Rick Bensley,Home Office,2023-03-14,2026-12-21,2023,9,1378,3.78,12,85,392.96,4715.47,640.55,13.58,13.48,1249.02,5,5,5,555,Champions,High Vol / High Profit,4
RB-19570,Rob Beeghly,Consumer,2025-04-28,2026-12-05,2025,25,586,1.61,5,35,105.71,528.55,76.89,14.55,16.67,329.21,5,2,1,521,New Customers,Low Vol / Low Profit,9
RB-19645,Robert Barroso,Corporate,2023-08-23,2025-03-22,2023,648,577,1.58,5,29,44.22,221.08,72.68,32.87,14.29,139.85,1,2,1,121,Lost / Hibernating,Low Vol / Low Profit,10
RB-19705,Roger Barcio,Home Office,2024-08-22,2026-11-06,2024,54,806,2.21,4,22,516.86,2067.45,243.08,11.76,15.71,936.25,3,2,3,323,Need Attention,Low Vol / High Profit,5
RB-19795,Ross Baird,Home Office,2023-06-03,2026-11-28,2023,32,1274,3.49,8,92,704.16,5633.32,-461.73,-8.2,25.0,1613.94,4,4,5,445,Champions,High Vol / Low Profit,2
RC-19825,Roy Collins,Consumer,2023-12-05,2025-12-26,2023,369,752,2.06,6,29,161.07,966.41,63.99,6.62,11.0,469.07,1,3,2,132,Need Attention,Low Vol / Low Profit,8
RC-19960,Ryan Crowe,Consumer,2023-08-25,2026-09-11,2023,110,1113,3.05,6,44,147.63,885.75,10.56,1.19,17.27,290.48,2,3,1,231,Need Attention,Low Vol / Low Profit,9
RD-19480,Rick Duston,Consumer,2023-06-08,2026-10-19,2023,72,1229,3.37,8,60,534.12,4272.93,480.59,11.25,10.67,1269.02,3,4,4,344,Loyal Customers,High Vol / High Profit,3
RD-19585,Rob Dowd,Consumer,2023-04-02,2026-07-03,2023,180,1188,3.25,10,73,291.29,2912.89,734.52,25.22,3.16,894.95,2,5,4,254,Cant Lose Them,High Vol / High Profit,5
RD-19660,Robert Dilbeck,Home Office,2024-04-12,2026-09-07,2024,114,878,2.41,5,23,557.33,2786.63,835.77,29.99,8.0,1158.45,2,2,4,224,Need Attention,High Vol / High Profit,4
RD-19720,Roger Demir,Consumer,2023-07-20,2026-12-09,2023,21,1238,3.39,10,78,141.97,1419.74,207.33,14.6,15.75,418.58,5,5,2,552,Need Attention,Low Vol / Low Profit,8
RD-19810,Ross DeVincentis,Home Office,2023-10-27,2026-12-16,2023,14,1146,3.14,8,63,142.2,1137.62,318.46,27.99,18.75,362.33,5,4,2,542,Need Attention,Low Vol / High Profit,8
RD-19900,Ruben Dartt,Consumer,2023-04-05,2026-09-07,2023,114,1251,3.43,9,85,348.21,3133.92,455.53,14.54,5.71,914.37,2,5,4,254,Cant Lose Them,High Vol / High Profit,5
RD-19930,Russell D'Ascenzo,Consumer,2023-10-03,2026-11-18,2023,42,1142,3.13,4,33,242.74,970.94,35.06,3.61,31.0,310.33,4,2,2,422,New Customers,Low Vol / Low Profit,9
RE-19405,Ricardo Emerson,Consumer,2023-12-29,2023-12-29,2023,1097,0,0.0,1,5,48.36,48.36,6.04,12.5,20.0,48.36,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
RE-19450,Richard Eichhorn,Consumer,2023-06-03,2026-03-03,2023,302,1004,2.75,5,47,175.34,876.7,209.23,23.87,13.33,318.72,1,2,1,121,Lost / Hibernating,Low Vol / Low Profit,9
RF-19345,Randy Ferguson,Corporate,2023-05-20,2025-12-05,2023,390,930,2.55,8,67,413.64,3309.15,633.71,19.15,13.75,1298.75,1,4,4,144,Cant Lose Them,High Vol / High Profit,3
RF-19735,Roland Fjeld,Consumer,2023-08-06,2026-10-02,2023,89,1153,3.16,7,53,334.47,2341.3,711.62,30.39,1.43,741.17,3,4,3,343,Loyal Customers,High Vol / High Profit,6
RF-19840,Roy Französisch,Consumer,2023-11-12,2026-12-24,2023,6,1138,3.12,8,45,118.15,945.22,280.03,29.63,8.18,303.17,5,4,2,542,Need Attention,Low Vol / High Profit,9
RH-19495,Rick Hansen,Consumer,2023-08-23,2026-11-28,2023,32,1193,3.27,5,38,724.28,3621.38,563.79,15.57,10.0,1107.96,4,2,4,424,Potential Loyalists,High Vol / High Profit,4
RH-19510,Rick Huthwaite,Home Office,2023-11-16,2025-09-19,2023,467,673,1.84,6,43,1163.2,6979.18,1289.45,18.48,3.33,3785.14,1,3,5,135,At Risk,High Vol / High Profit,1
RH-19555,Ritsa Hightower,Consumer,2024-12-04,2025-07-29,2024,519,237,0.65,2,11,370.19,740.38,0.31,0.04,53.33,1140.25,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,4
RH-19600,Rob Haberlin,Consumer,2024-07-02,2025-07-14,2024,534,377,1.03,3,43,695.25,2085.74,172.63,8.28,10.91,2019.35,1,1,3,113,Need Attention,Low Vol / Low Profit,2
RK-19300,Ralph Kennedy,Consumer,2024-07-20,2026-09-02,2024,119,774,2.12,3,29,486.73,1460.19,269.69,18.47,7.5,688.59,2,1,2,212,Lost / Hibernating,Low Vol / High Profit,6
RL-19615,Rob Lucas,Consumer,2023-12-05,2026-08-31,2023,121,1000,2.74,8,101,779.36,6234.91,488.15,7.83,21.88,2275.74,2,4,5,245,Cant Lose Them,High Vol / High Profit,1
RM-19375,Raymond Messe,Consumer,2023-05-11,2026-01-19,2023,345,984,2.7,6,29,242.25,1453.47,392.15,26.98,4.44,539.14,1,3,2,132,Need Attention,Low Vol / High Profit,7
RM-19675,Robert Marley,Home Office,2023-11-14,2026-12-24,2023,6,1136,3.11,5,39,1195.82,5979.1,1902.54,31.82,4.55,1921.1,5,2,5,525,Potential Loyalists,High Vol / High Profit,2
RM-19750,Roland Murray,Consumer,2026-03-06,2026-03-06,2026,299,0,0.0,1,4,98.35,98.35,28.69,29.17,0.0,98.35,1,1,1,111,Lost / Hibernating,Low Vol / Low Profit,10
RO-19780,Rose O'Brian,Consumer,2024-05-12,2026-11-25,2024,35,927,2.54,7,48,545.07,3815.48,-1262.57,-33.09,29.17,1502.32,4,4,4,444,Champions,High Vol / Low Profit,3
RP-19270,Rachel Payne,Corporate,2023-10-19,2025-08-21,2023,496,672,1.84,4,47,238.66,954.65,59.54,6.24,19.33,518.52,1,2,2,122,Lost / Hibernating,Low Vol / Low Profit,7
RP-19390,Resi Pölking,Consumer,2023-05-24,2026-11-27,2023,33,1283,3.52,12,88,429.42,5153.08,465.25,9.03,14.8,1466.0,4,5,5,455,Champions,High Vol / High Profit,3
RP-19855,Roy Phan,Corporate,2023-04-05,2026-12-02,2023,28,1337,3.66,8,61,271.34,2170.72,594.59,27.39,13.33,592.6,4,4,3,443,Loyal Customers,Low Vol / High Profit,7
RR-19315,Ralph Ritter,Consumer,2025-11-14,2026-12-11,2025,19,392,1.07,2,7,307.97,615.93,-73.83,-11.99,27.5,573.51,5,1,1,511,New Customers,Low Vol / Low Profit,7
RR-19525,Rick Reed,Corporate,2023-09-09,2026-07-13,2023,170,1038,2.84,6,36,550.38,3302.26,721.68,21.85,6.0,1161.2,2,3,4,234,At Risk,High Vol / High Profit,4
RS-19420,Ricardo Sperren,Corporate,2023-08-05,2026-10-15,2023,76,1167,3.2,5,29,644.26,3221.29,633.45,19.66,0.0,1007.52,3,2,4,324,Need Attention,High Vol / High Profit,5
